Date Time,Holiday,Weather Description,Weather Main,Clouds All,Rain 1H,Snow 1H,Temp,Traffic Volume
8/26/2013 9:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.6,2550
7/9/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.63,6401
8/29/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.64,7023
8/17/2016 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.68,6104
7/13/2013 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.69,3288
7/13/2013 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.7,4444
6/17/2016 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.74,5911
8/27/2013 9:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.76,2787
8/21/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.76,4940
7/5/2013 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.79,3001
6/10/2016 11:00:00 AM,None,Sky is Clear,Clear,0,0,0,302.92,5400
7/5/2013 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.93,4879
7/16/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.93,4897
8/30/2013 12:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.97,6269
8/25/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.99,4127
8/20/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,302.99,6523
6/10/2016 12:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.01,5446
8/17/2016 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.02,5219
7/16/2013 1:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.15,5176
7/16/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.16,6100
7/16/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.18,5931
7/16/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.26,6550
7/5/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.37,3716
8/29/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.38,6750
8/29/2013 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.5,6138
7/5/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.59,4780
8/21/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.61,6104
7/13/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.66,3977
8/3/2016 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.67,4594
6/21/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.67,6138
8/21/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.69,6702
7/5/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.76,4713
6/11/2016 12:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.77,4538
9/9/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.78,5957
8/10/2016 1:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.8,4243
8/26/2013 8:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.82,3321
8/21/2013 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.83,5604
6/11/2016 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.87,3904
8/30/2013 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,303.93,4057
6/10/2016 1:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.02,5308
8/3/2016 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.02,5818
7/18/2013 11:00:00 AM,None,Sky is Clear,Clear,0,0,0,304.13,5228
7/17/2013 12:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.15,5679
8/21/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.15,6111
7/5/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.2,4074
8/3/2016 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.24,5377
8/3/2016 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.24,6064
9/9/2013 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.27,3480
7/19/2013 8:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.37,3254
8/10/2016 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.37,6010
8/9/2016 8:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.399,2639
8/9/2016 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.399,3032
8/9/2016 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.399,4214
8/30/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.43,5021
6/11/2016 1:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.48,4584
8/10/2016 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.49,4443
8/30/2013 1:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.5,6172
6/11/2016 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.55,4037
8/10/2016 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.6,4626
9/9/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.63,6641
7/20/2016 1:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.698,4483
7/20/2016 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.698,4803
7/6/2017 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,304.84,5364
7/17/2013 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.06,5698
6/11/2016 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.12,4510
6/11/2016 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.24,4456
9/9/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.25,4652
9/9/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.31,6387
8/26/2013 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.34,3425
7/18/2013 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.43,5652
7/20/2016 8:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.461,2662
7/20/2016 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.461,3196
7/20/2016 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.461,4170
8/26/2013 1:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.48,5475
7/19/2013 7:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.52,3807
6/11/2016 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.56,4380
8/14/2015 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.6,5289
7/18/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.61,6294
8/14/2015 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.62,5660
7/6/2017 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.62,6139
8/28/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.62,6760
7/19/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.87,4937
7/18/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,305.88,6477
7/18/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.07,6295
8/26/2013 2:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.2,5542
8/26/2013 6:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.31,4520
7/19/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.33,6327
7/20/2016 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.37,5073
7/20/2016 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.37,5396
7/20/2016 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.37,5952
7/19/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.39,5627
7/19/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.66,6180
8/26/2013 3:00:00 PM,None,Sky is Clear,Clear,0,0,0,306.67,5750
8/26/2013 5:00:00 PM,None,Sky is Clear,Clear,0,0,0,307,5813
8/26/2013 4:00:00 PM,None,Sky is Clear,Clear,0,0,0,307.09,6298
2/2/2014 4:00:00 AM,None,sky is clear,Clear,0,0,0,0,284
2/2/2014 3:00:00 AM,None,sky is clear,Clear,0,0,0,0,291
1/31/2014 3:00:00 AM,None,sky is clear,Clear,0,0,0,0,361
2/2/2014 5:00:00 AM,None,sky is clear,Clear,0,0,0,0,434
1/31/2014 4:00:00 AM,None,sky is clear,Clear,0,0,0,0,734
2/2/2014 6:00:00 AM,None,sky is clear,Clear,0,0,0,0,739
2/2/2014 7:00:00 AM,None,sky is clear,Clear,0,0,0,0,962
2/2/2014 8:00:00 AM,None,sky is clear,Clear,0,0,0,0,1670
1/31/2014 5:00:00 AM,None,sky is clear,Clear,0,0,0,0,2557
1/31/2014 6:00:00 AM,None,sky is clear,Clear,0,0,0,0,5150
2/2/2013 6:00:00 AM,None,sky is clear,Clear,0,0,0,245.7,1198
2/2/2013 7:00:00 AM,None,sky is clear,Clear,0,0,0,245.7,1909
2/2/2013 8:00:00 AM,None,sky is clear,Clear,0,0,0,245.7,2689
2/4/2013 8:00:00 AM,None,sky is clear,Clear,0,0,0,254.33,4790
2/2/2014 2:00:00 AM,None,sky is clear,Clear,0,0,0,255.37,539
2/2/2014 1:00:00 AM,None,sky is clear,Clear,0,0,0,255.48,695
2/2/2014 12:00:00 AM,None,sky is clear,Clear,0,0,0,255.59,1143
2/2/2014 9:00:00 AM,None,sky is clear,Clear,0,0,0,255.62,2506
1/31/2014 10:00:00 AM,None,sky is clear,Clear,0,0,0,255.84,4548
1/31/2014 2:00:00 AM,None,sky is clear,Clear,0,0,0,255.93,313
1/31/2014 1:00:00 AM,None,sky is clear,Clear,0,0,0,255.93,390
1/31/2014 12:00:00 AM,None,sky is clear,Clear,0,0,0,255.93,644
1/30/2014 10:00:00 PM,None,sky is clear,Clear,0,0,0,255.93,1771
1/31/2014 9:00:00 AM,None,sky is clear,Clear,0,0,0,255.93,4721
1/31/2014 8:00:00 AM,None,sky is clear,Clear,0,0,0,255.93,5269
1/31/2014 7:00:00 AM,None,sky is clear,Clear,0,0,0,255.93,5363
1/30/2014 9:00:00 PM,None,sky is clear,Clear,0,0,0,256.09,2219
1/31/2014 11:00:00 PM,None,sky is clear,Clear,0,0,0,256.21,1684
1/30/2014 11:00:00 PM,None,sky is clear,Clear,0,0,0,256.22,1255
1/31/2014 9:00:00 PM,None,sky is clear,Clear,0,0,0,256.27,2791
1/31/2014 10:00:00 PM,None,sky is clear,Clear,0,0,0,256.3,2964
1/31/2014 8:00:00 PM,None,sky is clear,Clear,0,0,0,256.45,2930
2/1/2014 11:00:00 PM,None,sky is clear,Clear,0,0,0,256.51,2296
2/1/2014 12:00:00 AM,None,sky is clear,Clear,0,0,0,256.59,1126
2/1/2014 1:00:00 AM,None,sky is clear,Clear,0,0,0,256.76,644
1/31/2014 7:00:00 PM,None,sky is clear,Clear,0,0,0,256.88,3951
1/31/2014 11:00:00 AM,None,sky is clear,Clear,0,0,0,256.88,4852
2/1/2014 2:00:00 AM,None,sky is clear,Clear,0,0,0,257.04,495
2/1/2014 10:00:00 PM,None,sky is clear,Clear,0,0,0,257.04,2830
2/2/2014 10:00:00 AM,None,sky is clear,Clear,0,0,0,257.04,3114
1/30/2014 8:00:00 PM,None,sky is clear,Clear,0,0,0,257.11,2461
2/1/2014 3:00:00 AM,None,sky is clear,Clear,0,0,0,257.34,376
1/31/2014 6:00:00 PM,None,sky is clear,Clear,0,0,0,257.37,5115
2/1/2014 4:00:00 AM,None,sky is clear,Clear,0,0,0,257.92,347
1/31/2014 12:00:00 PM,None,sky is clear,Clear,0,0,0,258.1,5010
2/2/2014 11:00:00 AM,None,sky is clear,Clear,0,0,0,258.17,3306
2/1/2014 9:00:00 PM,None,sky is clear,Clear,0,0,0,258.19,2658
2/1/2014 5:00:00 AM,None,sky is clear,Clear,0,0,0,258.48,699
1/30/2014 7:00:00 PM,None,sky is clear,Clear,0,0,0,258.52,2682
2/1/2014 6:00:00 AM,None,sky is clear,Clear,0,0,0,259.04,1186
2/1/2014 7:00:00 AM,None,sky is clear,Clear,0,0,0,259.17,1986
1/31/2014 5:00:00 PM,None,sky is clear,Clear,0,0,0,259.24,5724
2/1/2014 8:00:00 PM,None,sky is clear,Clear,0,0,0,259.49,2743
1/31/2014 3:00:00 PM,None,sky is clear,Clear,0,0,0,259.8,5713
1/31/2014 4:00:00 PM,None,sky is clear,Clear,0,0,0,259.86,5979
2/1/2014 8:00:00 AM,None,sky is clear,Clear,0,0,0,260.08,2694
1/30/2014 6:00:00 PM,None,sky is clear,Clear,0,0,0,260.09,3652
2/2/2014 12:00:00 PM,None,sky is clear,Clear,0,0,0,260.39,3655
2/1/2014 9:00:00 AM,None,sky is clear,Clear,0,0,0,260.99,3589
2/1/2014 7:00:00 PM,None,sky is clear,Clear,0,0,0,261.08,3555
1/30/2014 5:00:00 PM,None,sky is clear,Clear,0,0,0,261.89,4730
2/1/2014 10:00:00 AM,None,sky is clear,Clear,0,0,0,262.43,3881
2/1/2014 6:00:00 PM,None,sky is clear,Clear,0,0,0,262.72,4172
2/13/2013 2:00:00 AM,None,sky is clear,Clear,0,0,0,263.47,264
2/13/2013 1:00:00 AM,None,sky is clear,Clear,0,0,0,263.47,333
2/13/2013 12:00:00 AM,None,sky is clear,Clear,0,0,0,263.47,559
1/30/2014 4:00:00 PM,None,sky is clear,Clear,0,0,0,263.92,4661
2/1/2014 5:00:00 PM,None,sky is clear,Clear,0,0,0,264.5,4394
2/1/2014 11:00:00 AM,None,sky is clear,Clear,0,0,0,264.97,4526
2/1/2014 4:00:00 PM,None,sky is clear,Clear,0,0,0,265.9,4923
2/1/2014 12:00:00 PM,None,sky is clear,Clear,0,0,0,266.29,4933
4/15/2014 5:00:00 AM,None,sky is clear,Clear,0,0,0,267.3,2712
1/17/2013 12:00:00 AM,None,sky is clear,Clear,0,0,0,268.71,542
1/16/2013 10:00:00 PM,None,sky is clear,Clear,0,0,0,268.71,2171
4/21/2013 3:00:00 AM,None,sky is clear,Clear,0,0,0,268.95,356
4/21/2013 2:00:00 AM,None,sky is clear,Clear,0,0,0,269.63,648
12/9/2012 7:00:00 AM,None,sky is clear,Clear,0,0,0,269.71,938
12/9/2012 8:00:00 AM,None,sky is clear,Clear,0,0,0,269.71,1438
12/9/2012 12:00:00 PM,None,sky is clear,Clear,0,0,0,269.71,1824
12/9/2012 9:00:00 AM,None,sky is clear,Clear,0,0,0,269.71,1916
12/9/2012 11:00:00 AM,None,sky is clear,Clear,0,0,0,269.71,2299
12/9/2012 10:00:00 AM,None,sky is clear,Clear,0,0,0,269.71,2483
4/21/2013 1:00:00 AM,None,sky is clear,Clear,0,0,0,270.37,887
11/17/2012 3:00:00 AM,None,sky is clear,Clear,0,0,0,270.94,404
11/17/2012 4:00:00 AM,None,sky is clear,Clear,0,0,0,270.94,407
11/17/2012 2:00:00 AM,None,sky is clear,Clear,0,0,0,270.94,642
11/17/2012 1:00:00 AM,None,sky is clear,Clear,0,0,0,270.94,739
11/16/2012 10:00:00 AM,None,sky is clear,Clear,0,0,0,276.8,4661
11/16/2012 11:00:00 AM,None,sky is clear,Clear,0,0,0,276.8,5129
11/16/2012 9:00:00 AM,None,sky is clear,Clear,0,0,0,276.8,5177
11/16/2012 12:00:00 PM,None,sky is clear,Clear,0,0,0,276.8,5326
11/16/2012 8:00:00 AM,None,sky is clear,Clear,0,0,0,276.8,5360
11/16/2012 1:00:00 PM,None,sky is clear,Clear,0,0,0,276.8,5488
11/16/2012 7:00:00 AM,None,sky is clear,Clear,0,0,0,276.8,6517
4/20/2014 9:00:00 AM,None,sky is clear,Clear,0,0,0,283.87,2528
12/18/2016 6:00:00 AM,None,sky is clear,Clear,1,0,0,244.22,800
12/18/2016 5:00:00 AM,None,sky is clear,Clear,1,0,0,244.89,459
12/18/2016 4:00:00 AM,None,sky is clear,Clear,1,0,0,245.62,277
12/31/2017 9:00:00 AM,None,sky is clear,Clear,1,0,0,246.15,2384
1/27/2014 8:00:00 AM,None,sky is clear,Clear,1,0,0,246.15,3706
1/28/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,246.26,4611
1/28/2014 2:00:00 AM,None,sky is clear,Clear,1,0,0,246.38,194
1/28/2014 4:00:00 AM,None,sky is clear,Clear,1,0,0,246.39,723
1/28/2014 8:00:00 AM,None,sky is clear,Clear,1,0,0,246.39,4748
1/28/2014 7:00:00 AM,None,sky is clear,Clear,1,0,0,246.39,5071
1/28/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,246.52,2238
12/18/2016 3:00:00 AM,None,sky is clear,Clear,1,0,0,246.6,312
1/28/2014 1:00:00 AM,None,sky is clear,Clear,1,0,0,246.64,256
1/28/2014 3:00:00 AM,None,sky is clear,Clear,1,0,0,247,334
1/6/2018 6:00:00 AM,None,sky is clear,Clear,1,0,0,247.08,1129
2/11/2014 4:00:00 AM,None,sky is clear,Clear,1,0,0,247.13,744
1/7/2014 2:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,209
1/6/2018 4:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,383
3/2/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,443
1/6/2018 5:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,694
1/23/2014 4:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,754
3/2/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,759
1/17/2016 7:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,1430
1/6/2014 7:00:00 PM,None,sky is clear,Clear,1,0,0,247.15,1736
1/17/2016 8:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,1988
1/23/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,2484
12/24/2013 8:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,2545
1/27/2014 9:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,3570
1/23/2014 9:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,4250
1/21/2014 9:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,4642
2/27/2014 7:00:00 AM,None,sky is clear,Clear,1,0,0,247.15,5684
2/11/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,247.26,2610
1/28/2014 12:00:00 AM,None,sky is clear,Clear,1,0,0,247.27,466
12/18/2016 2:00:00 AM,None,sky is clear,Clear,1,0,0,247.29,472
1/6/2018 3:00:00 AM,None,sky is clear,Clear,1,0,0,247.35,319
12/31/2017 11:00:00 AM,None,sky is clear,Clear,1,0,0,247.37,3404
2/11/2014 3:00:00 AM,None,sky is clear,Clear,1,0,0,247.38,341
1/7/2014 3:00:00 AM,None,sky is clear,Clear,1,0,0,247.4,289
1/1/2018 9:00:00 AM,None,sky is clear,Clear,1,0,0,247.43,1122
3/2/2014 8:00:00 AM,None,sky is clear,Clear,1,0,0,247.44,1707
1/23/2014 3:00:00 AM,None,sky is clear,Clear,1,0,0,247.48,337
1/27/2014 10:00:00 AM,None,sky is clear,Clear,1,0,0,247.53,3151
2/11/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,247.62,4717
1/8/2014 8:00:00 AM,None,sky is clear,Clear,1,0,0,247.64,5332
1/2/2014 7:00:00 AM,None,sky is clear,Clear,1,0,0,247.64,5654
12/31/2013 8:00:00 PM,None,sky is clear,Clear,1,0,0,247.66,3478
1/1/2018 7:00:00 AM,None,sky is clear,Clear,1,0,0,247.76,677
1/27/2014 11:00:00 PM,None,sky is clear,Clear,1,0,0,247.77,824
1/21/2014 4:00:00 AM,None,sky is clear,Clear,1,0,0,247.8,784
1/23/2014 10:00:00 AM,None,sky is clear,Clear,1,0,0,247.8,3885
1/23/2014 2:00:00 AM,None,sky is clear,Clear,1,0,0,247.81,244
1/7/2014 1:00:00 AM,None,sky is clear,Clear,1,0,0,247.84,272
1/28/2014 9:00:00 AM,None,sky is clear,Clear,1,0,0,247.9,4003
2/11/2014 7:00:00 AM,None,sky is clear,Clear,1,0,0,248,6080
1/27/2014 10:00:00 PM,None,sky is clear,Clear,1,0,0,248.02,1182
1/1/2018 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.07,434
1/11/2016 12:00:00 AM,None,sky is clear,Clear,1,0,0,248.08,483
1/18/2016 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.08,2124
2/11/2014 2:00:00 AM,None,sky is clear,Clear,1,0,0,248.13,212
12/30/2013 3:00:00 AM,None,sky is clear,Clear,1,0,0,248.13,256
12/30/2013 2:00:00 AM,None,sky is clear,Clear,1,0,0,248.13,290
12/29/2013 11:00:00 PM,None,sky is clear,Clear,1,0,0,248.13,1083
12/31/2013 7:00:00 PM,None,sky is clear,Clear,1,0,0,248.13,4504
1/8/2014 9:00:00 PM,None,sky is clear,Clear,1,0,0,248.14,2039
1/2/2014 10:00:00 PM,None,sky is clear,Clear,1,0,0,248.14,2261
12/29/2013 9:00:00 PM,None,sky is clear,Clear,1,0,0,248.14,2494
2/10/2014 7:00:00 AM,None,sky is clear,Clear,1,0,0,248.14,6403
1/1/2018 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.15,686
1/8/2014 11:00:00 PM,None,sky is clear,Clear,1,0,0,248.15,959
1/21/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.15,2554
1/2/2014 8:00:00 AM,None,sky is clear,Clear,1,0,0,248.15,4944
2/27/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.15,5300
1/8/2014 7:00:00 AM,None,sky is clear,Clear,1,0,0,248.15,6280
12/7/2013 8:00:00 AM,None,sky is clear,Clear,1,0,0,248.16,2754
1/6/2014 3:00:00 PM,None,sky is clear,Clear,1,0,0,248.17,3708
12/18/2016 1:00:00 AM,None,sky is clear,Clear,1,0,0,248.22,667
1/11/2016 4:00:00 AM,None,sky is clear,Clear,1,0,0,248.22,830
3/3/2014 4:00:00 AM,None,sky is clear,Clear,1,0,0,248.25,778
2/10/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.26,5506
12/31/2017 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.31,808
1/23/2014 1:00:00 AM,None,sky is clear,Clear,1,0,0,248.38,266
1/21/2014 3:00:00 AM,None,sky is clear,Clear,1,0,0,248.38,302
1/23/2014 12:00:00 AM,None,sky is clear,Clear,1,0,0,248.38,490
1/7/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.39,2172
1/17/2016 3:00:00 AM,None,sky is clear,Clear,1,0,0,248.41,343
1/1/2018 4:00:00 AM,None,sky is clear,Clear,1,0,0,248.43,381
12/30/2017 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.44,1006
1/23/2014 11:00:00 AM,None,sky is clear,Clear,1,0,0,248.47,4024
1/5/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.48,665
12/30/2013 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.48,4596
1/2/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.48,5032
1/8/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.48,5475
1/23/2013 7:00:00 AM,None,sky is clear,Clear,1,0,0,248.48,6391
1/18/2016 2:00:00 AM,None,sky is clear,Clear,1,0,0,248.62,263
1/6/2018 12:00:00 AM,None,sky is clear,Clear,1,0,0,248.62,1003
12/7/2013 4:00:00 AM,None,sky is clear,Clear,1,0,0,248.63,364
12/29/2013 10:00:00 PM,None,sky is clear,Clear,1,0,0,248.63,2618
12/31/2013 9:00:00 PM,None,sky is clear,Clear,1,0,0,248.63,2711
1/7/2014 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.63,4114
1/27/2014 9:00:00 PM,None,sky is clear,Clear,1,0,0,248.64,1721
1/13/2017 4:00:00 AM,None,sky is clear,Clear,1,0,0,248.66,758
1/8/2014 7:00:00 PM,None,sky is clear,Clear,1,0,0,248.66,2922
1/8/2014 10:00:00 PM,None,sky is clear,Clear,1,0,0,248.7,1436
1/1/2018 3:00:00 AM,None,sky is clear,Clear,1,0,0,248.72,585
1/17/2016 2:00:00 AM,None,sky is clear,Clear,1,0,0,248.75,644
1/23/2013 6:00:00 AM,None,sky is clear,Clear,1,0,0,248.75,5307
2/10/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.77,2542
2/10/2014 8:00:00 AM,None,sky is clear,Clear,1,0,0,248.77,5556
1/2/2014 9:00:00 PM,None,sky is clear,Clear,1,0,0,248.79,3355
1/5/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.8,384
1/5/2014 9:00:00 AM,None,sky is clear,Clear,1,0,0,248.8,1713
1/21/2014 10:00:00 AM,None,sky is clear,Clear,1,0,0,248.83,4167
12/18/2016 12:00:00 AM,None,sky is clear,Clear,1,0,0,248.84,957
1/13/2017 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.85,2525
1/27/2014 3:00:00 AM,None,sky is clear,Clear,1,0,0,248.86,270
1/1/2018 2:00:00 AM,None,sky is clear,Clear,1,0,0,248.86,931
12/18/2016 11:00:00 AM,None,sky is clear,Clear,1,0,0,248.86,3666
1/5/2014 4:00:00 AM,None,sky is clear,Clear,1,0,0,248.88,232
2/11/2014 1:00:00 AM,None,sky is clear,Clear,1,0,0,248.88,282
3/3/2014 3:00:00 AM,None,sky is clear,Clear,1,0,0,248.88,359
1/8/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,248.88,2507
12/7/2013 3:00:00 AM,None,sky is clear,Clear,1,0,0,248.89,317
1/27/2014 11:00:00 AM,None,sky is clear,Clear,1,0,0,248.9,3314
1/1/2018 10:00:00 AM,None,sky is clear,Clear,1,0,0,248.91,1738
2/27/2014 5:00:00 AM,None,sky is clear,Clear,1,0,0,249,2643
2/6/2014 7:00:00 AM,None,sky is clear,Clear,1,0,0,249,5707
1/5/2018 4:00:00 AM,None,sky is clear,Clear,1,0,0,249.01,813
1/27/2014 8:00:00 PM,None,sky is clear,Clear,1,0,0,249.02,1763
12/30/2017 5:00:00 AM,None,sky is clear,Clear,1,0,0,249.07,601
12/24/2013 1:00:00 AM,None,sky is clear,Clear,1,0,0,249.08,416
1/1/2018 1:00:00 AM,None,sky is clear,Clear,1,0,0,249.08,1408
1/21/2014 2:00:00 AM,None,sky is clear,Clear,1,0,0,249.13,222
12/7/2013 2:00:00 AM,None,sky is clear,Clear,1,0,0,249.13,432
2/10/2014 4:00:00 AM,None,sky is clear,Clear,1,0,0,249.14,737
2/6/2014 8:00:00 AM,None,sky is clear,Clear,1,0,0,249.14,5750
1/27/2014 2:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,195
12/31/2013 3:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,294
12/30/2013 1:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,355
12/31/2017 5:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,457
12/30/2013 12:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,551
12/30/2013 4:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,627
1/2/2014 11:00:00 PM,None,sky is clear,Clear,1,0,0,249.15,1072
1/5/2018 11:00:00 PM,None,sky is clear,Clear,1,0,0,249.15,1805
12/30/2013 5:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,2107
12/29/2013 7:00:00 PM,None,sky is clear,Clear,1,0,0,249.15,2552
12/24/2013 6:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,2691
12/31/2013 6:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,3832
1/6/2017 8:00:00 AM,None,sky is clear,Clear,1,0,0,249.15,5416
